stop_id,stop_name,normalized
StopArea:OCE87576199,Pruniers,pruniers
StopArea:OCE87576207,Bourges,bourges
StopArea:OCE87576215,Valençay,valen ay
StopArea:OCE87576223,Chabris,chabris
StopArea:OCE87576231,Varennes-sur-Fouzon,varennes sur fouzon
StopArea:OCE87576272,Saint-Florent-sur-Cher,saint florent sur cher
StopArea:OCE87576280,Lunery,lunery
StopArea:OCE87576298,Châteauneuf-sur-Cher,ch teauneuf sur cher
StopArea:OCE87576306,Bigny,bigny
StopArea:OCE87576322,Saint-Amand-Montrond - Orval,saint amand montrond orval
StopArea:OCE87576348,Urçay,ur ay
StopArea:OCE87576355,La Gauterie,la gauterie
StopArea:OCE87576363,Luçay-le-Mâle,lu ay le m le
StopArea:OCE87576405,Saint-Germain-du-Puy,saint germain du puy
StopArea:OCE87576439,Avord,avord
StopArea:OCE87576447,Bengy,bengy
StopArea:OCE87576454,Nérondes,n rondes
StopArea:OCE87576470,La Guerche-sur-l'Aubois,la guerche sur l aubois
StopArea:OCE87576728,Mennetou-sur-Cher,mennetou sur cher
StopArea:OCE87576868,Selles-sur-Cher,selles sur cher
StopArea:OCE87576876,Gièvres,gi vres
StopArea:OCE87576884,Villefranche-sur-Cher,villefranche sur cher
StopArea:OCE87577403,Iteuil,iteuil
StopArea:OCE87578229,Bayard-Route-Eurville,bayard route eurville
StopArea:OCE87580340,Marseille Arenc Euroméditerranée,marseille arenc eurom diterran e
StopArea:OCE87581009,Bordeaux Saint-Jean,bordeaux saint jean
StopArea:OCE87581181,Ludon,ludon
StopArea:OCE87581199,Macau,macau
StopArea:OCE87581215,Margaux,margaux
StopArea:OCE87581231,Moulis - Listrac,moulis listrac
StopArea:OCE87581256,Pauillac,pauillac
StopArea:OCE87581314,Lesparre,lesparre
StopArea:OCE87581371,Soulac-sur-Mer,soulac sur mer
StopArea:OCE87581389,Le Verdon,le verdon
StopArea:OCE87581538,Caudéran-Mérignac,caud ran m rignac
StopArea:OCE87581595,Cenon,cenon
StopArea:OCE87581710,Parempuyre,parempuyre
StopArea:OCE87581728,Blanquefort,blanquefort
StopArea:OCE87581736,Bruges,bruges
StopArea:OCE87581751,Pessac,pessac
StopArea:OCE87581793,Pessac-Alouette,pessac alouette
StopArea:OCE87581801,Bègles,b gles
StopArea:OCE87581835,Villenave-d'Ornon,villenave d ornon
StopArea:OCE87581850,Bassens,bassens
StopArea:OCE87582346,Boé,bo
StopArea:OCE87582353,Sainte-Mère,sainte m re
StopArea:OCE87582403,Gazinet - Cestas,gazinet cestas
StopArea:OCE87582445,Marcheprime,marcheprime
StopArea:OCE87582478,Biganos Facture,biganos facture
StopArea:OCE87582536,Ychoux,ychoux
StopArea:OCE87582551,Labouheyre,labouheyre
StopArea:OCE87582601,Le Teich,le teich
StopArea:OCE87582619,Gujan-Mestras,gujan mestras
StopArea:OCE87582635,La Hume,la hume
StopArea:OCE87582643,La Teste,la teste
StopArea:OCE87582668,Arcachon,arcachon
StopArea:OCE87582684,Cadaujac,cadaujac
StopArea:OCE87582692,Saint-Médard-d'Eyrans,saint m dard d eyrans
StopArea:OCE87582700,Beautiran,beautiran
StopArea:OCE87582718,Portets,portets
StopArea:OCE87582726,Arbanats,arbanats
StopArea:OCE87582734,Podensac,podensac
StopArea:OCE87582742,Cérons,c rons
StopArea:OCE87582759,Barsac,barsac
StopArea:OCE87582767,Preignac,preignac
StopArea:OCE87582775,Langon,langon
StopArea:OCE87582825,Saint-Macaire,saint macaire
StopArea:OCE87582833,Saint-Pierre-d'Aurillac,saint pierre d aurillac
StopArea:OCE87582841,Caudrot,caudrot
StopArea:OCE87582858,Gironde,gironde
StopArea:OCE87582866,La Réole,la r ole
StopArea:OCE87582882,Lamothe-Landerron,lamothe landerron
StopArea:OCE87583005,Angoulême,angoul me
StopArea:OCE87583617,La Couronne Charente,la couronne charente
StopArea:OCE87583674,Montmoreau,montmoreau
StopArea:OCE87583690,Chalais,chalais
StopArea:OCE87583823,Luxé,lux
StopArea:OCE87583849,Ruffec,ruffec
StopArea:OCE87584052,Libourne,libourne
StopArea:OCE87584102,Saint-Émilion,saint amilion
StopArea:OCE87584136,Castillon,castillon
StopArea:OCE87584151,Lamothe-Montravel,lamothe montravel
StopArea:OCE87584177,Vélines,v lines
StopArea:OCE87584193,Sainte-Foy-la-Grande,sainte foy la grande
StopArea:OCE87584201,Saint-Antoine-de-Breuilh,saint antoine de breuilh
StopArea:OCE87584235,Gardonne,gardonne
StopArea:OCE87584243,Lamonzie-Saint-Martin,lamonzie saint martin
StopArea:OCE87584268,Bergerac,bergerac
StopArea:OCE87584441,Lalinde,lalinde
StopArea:OCE87584466,Mauzac,mauzac
StopArea:OCE87584474,Trémolat,tr molat
StopArea:OCE87584508,Saint-Denis-de-Pile,saint denis de pile
StopArea:OCE87584516,Coutras,coutras
StopArea:OCE87584532,Les Églisottes,les aglisottes
StopArea:OCE87584540,Saint-Aigulin - La Roche-Chalais,saint aigulin la roche chalais
StopArea:OCE87584607,Saint-Médard-de-Guizières,saint m dard de guizi res
StopArea:OCE87584615,Saint-Seurin-sur-l'Isle,saint seurin sur l isle
StopArea:OCE87584714,Vayres,vayres
StopArea:OCE87584722,Saint-Sulpice - Izon,saint sulpice izon
StopArea:OCE87584730,Saint-Loubès,saint loub s
StopArea:OCE87584755,La Gorp,la gorp
StopArea:OCE87586008,Agen,agen
StopArea:OCE87586107,Port-Sainte-Marie,port sainte marie
StopArea:OCE87586263,Lectoure,lectoure
StopArea:OCE87586305,Layrac,layrac
StopArea:OCE87586313,Goulens,goulens
StopArea:OCE87586321,Astaffort,astaffort
StopArea:OCE87586339,Fleurance Allée Aristide Briand,fleurance all e aristide briand
StopArea:OCE87586347,Montestruc-sur-Gers,montestruc sur gers
StopArea:OCE87586362,Sainte-Christie,sainte christie
StopArea:OCE87586370,Rambert Preignan,rambert preignan
StopArea:OCE87586412,Laroque,laroque
StopArea:OCE87586438,Penne,penne
StopArea:OCE87586453,Monsempron-Libos,monsempron libos
StopArea:OCE87586479,Sainte-Bazeille,sainte bazeille
StopArea:OCE87586495,Sauveterre-la-Lémance,sauveterre la l mance
StopArea:OCE87586545,Marmande,marmande
StopArea:OCE87586651,Tonneins,tonneins
StopArea:OCE87586693,Aiguillon,aiguillon
StopArea:OCE87589200,Ragegat,ragegat
StopArea:OCE87589564,Gannat Lycee Eiffel,gannat lycee eiffel
StopArea:OCE87589572,Gannat Lycee Ste Procule,gannat lycee ste procule
StopArea:OCE87589580,La Ville Gozet Square H. Duna,la ville gozet square h duna
StopArea:OCE87589598,Le Puy En Velay Hôpital E.Roux,le puy en velay h pital e roux
StopArea:OCE87589804,Reugny Rue De La Bascul,reugny rue de la bascul
StopArea:OCE87590299,Nice Pont Michel,nice pont michel
StopArea:OCE87590331,Haluchère Batignolles Beaujoire,haluch re batignolles beaujoire
StopArea:OCE87590349,Babinière,babini re
StopArea:OCE87590356,Erdre-Active,erdre active
StopArea:OCE87590364,La Chapelle - Aulnay,la chapelle aulnay
StopArea:OCE87590372,Châteaubriant Tram Train,ch teaubriant tram train
StopArea:OCE87590828,Sucé-sur-Erdre,suc sur erdre
StopArea:OCE87592006,Limoges Bénédictins,limoges b n dictins
StopArea:OCE87592022,Limoges Montjovis,limoges montjovis
StopArea:OCE87592048,Les Bardys,les bardys
StopArea:OCE87592055,Saint-Priest-Taurion,saint priest taurion
StopArea:OCE87592063,Brignac,brignac
StopArea:OCE87592071,Saint-Léonard-de-Noblat,saint l onard de noblat
StopArea:OCE87592097,Saint-Denis-des-Murs,saint denis des murs
StopArea:OCE87592105,Châteauneuf - Bujaleuf,ch teauneuf bujaleuf
StopArea:OCE87592121,Eymoutiers Vassivière,eymoutiers vassivi re
StopArea:OCE87592147,Lacelle Corrèze,lacelle corr ze
StopArea:OCE87592162,Bugeat,bugeat
StopArea:OCE87592170,Pérols-sur-Vézère,p rols sur v z re
StopArea:OCE87592246,Solignac - Le Vigen,solignac le vigen
StopArea:OCE87592253,Pierre-Buffière,pierre buffi re
StopArea:OCE87592279,Magnac - Vicq,magnac vicq
StopArea:OCE87592287,Saint-Germain-les-Belles,saint germain les belles
StopArea:OCE87592295,La Porcherie,la porcherie
StopArea:OCE87592311,Ambazac,ambazac
StopArea:OCE87592337,La Jonchère,la jonch re
StopArea:OCE87592345,Saint-Sulpice-Laurière,saint sulpice lauri re
StopArea:OCE87592352,Bersac,bersac
StopArea:OCE87592360,Fromental,fromental
StopArea:OCE87592378,La Souterraine,la souterraine
StopArea:OCE87592410,Nieul,nieul
StopArea:OCE87592428,Peyrilhac - Saint-Jouvent,peyrilhac saint jouvent
StopArea:OCE87592444,Nantiat,nantiat
StopArea:OCE87592485,Bellac,bellac
StopArea:OCE87592493,Saint-Sébastien,saint s bastien
StopArea:OCE87592501,La Coquille,la coquille
StopArea:OCE87592543,Le Dorat,le dorat
StopArea:OCE87592634,L'Aiguille,l aiguille
StopArea:OCE87592667,Aixe-sur-Vienne,aixe sur vienne
StopArea:OCE87592683,Saint-Victurnien,saint victurnien
StopArea:OCE87592691,Saint-Brice-sur-Vienne,saint brice sur vienne
StopArea:OCE87592709,Saint-Junien,saint junien
StopArea:OCE87592717,Saillat - Chassenon,saillat chassenon
StopArea:OCE87592725,Nexon,nexon
StopArea:OCE87592733,Lafarge,lafarge
StopArea:OCE87592741,Bussière-Galant,bussi re galant
StopArea:OCE87592808,La Meyze,la meyze
StopArea:OCE87592824,Saint-Yrieix,saint yrieix
StopArea:OCE87594002,Brive-la-Gaillarde,brive la gaillarde
StopArea:OCE87594085,Jassonneix,jassonneix
StopArea:OCE87594093,Ussel,ussel
StopArea:OCE87594119,Corrèze,corr ze
StopArea:OCE87594135,Montaignac,montaignac
StopArea:OCE87594168,Égletons,agletons
StopArea:OCE87594200,Uzerche,uzerche
StopArea:OCE87594218,Vigeois,vigeois
StopArea:OCE87594234,Allassac,allassac
StopArea:OCE87594275,Meymac,meymac
StopArea:OCE87594325,Gignac - Cressensac,gignac cressensac
StopArea:OCE87594333,Souillac,souillac
StopArea:OCE87594382,Condat - Le Lardin,condat le lardin
StopArea:OCE87594408,Terrasson,terrasson
StopArea:OCE87594416,La Rivière de Mansac,la rivi re de mansac
StopArea:OCE87594465,Aubazines - Saint-Hilaire,aubazines saint hilaire
StopArea:OCE87594481,Cornil,cornil
StopArea:OCE87594499,Tulle,tulle
StopArea:OCE87594556,Turenne,turenne
StopArea:OCE87594564,Les Quatre-Routes,les quatre routes
StopArea:OCE87594572,Saint-Denis-Près-Martel,saint denis pr s martel
StopArea:OCE87594606,Varetz,varetz
StopArea:OCE87594614,Le Burg,le burg
StopArea:OCE87594622,Saint-Aulaire,saint aulaire
StopArea:OCE87594630,Objat,objat
StopArea:OCE87594713,Martel,martel
StopArea:OCE87594739,Vayrac,vayrac
StopArea:OCE87594747,Bétaille,b taille
StopArea:OCE87594754,Puybrun,puybrun
StopArea:OCE87594762,Bretenoux - Biars,bretenoux biars
StopArea:OCE87594796,Laval-de-Cère,laval de c re
StopArea:OCE87594820,Masseret,masseret
StopArea:OCE87595009,Périgueux,p rigueux
StopArea:OCE87595124,Thiviers,thiviers
StopArea:OCE87595132,Négrondes,n grondes
StopArea:OCE87595157,Agonac,agonac
StopArea:OCE87595165,Château-l'Évêque,ch teau l av que
StopArea:OCE87595207,Marsac Dordogne,marsac dordogne
StopArea:OCE87595223,Razac,razac
StopArea:OCE87595249,Saint-Astier,saint astier
StopArea:OCE87595264,Saint-Léon-sur-l'Isle,saint l on sur l isle
StopArea:OCE87595272,Neuvic,neuvic
StopArea:OCE87595298,Mussidan,mussidan
StopArea:OCE87595322,Montpon-Ménestérol,montpon m nest rol
StopArea:OCE87595512,Niversac,niversac
StopArea:OCE87595520,Saint-Pierre-de-Chignac,saint pierre de chignac
StopArea:OCE87595579,Thenon,thenon
StopArea:OCE87595702,Les Versannes,les versannes
StopArea:OCE87595736,Les Eyzies,les eyzies
StopArea:OCE87595744,Le Bugue,le bugue
StopArea:OCE87595751,Le Buisson,le buisson
StopArea:OCE87595769,Siorac-en-Périgord,siorac en p rigord
StopArea:OCE87595777,Saint-Cyprien,saint cyprien
StopArea:OCE87595827,Sarlat,sarlat
StopArea:OCE87595876,Belvès,belv s
StopArea:OCE87595892,Villefranche-du-Périgord,villefranche du p rigord
StopArea:OCE87595983,La Walck Monument Aux Morts,la walck monument aux morts
StopArea:OCE87597005,Châteauroux,ch teauroux
StopArea:OCE87597039,Reuilly,reuilly
StopArea:OCE87597054,Sainte-Lizaigne,sainte lizaigne
StopArea:OCE87597062,Issoudun,issoudun
StopArea:OCE87597070,Neuvy-Pailloux,neuvy pailloux
StopArea:OCE87597096,Luant,luant
StopArea:OCE87597104,Lothiers,lothiers
StopArea:OCE87597112,Chabenet,chabenet
StopArea:OCE87597120,Argenton-sur-Creuse,argenton sur creuse
StopArea:OCE87597153,Éguzon,aguzon
StopArea:OCE87597609,Guéret,gu ret
StopArea:OCE87597625,Marsac,marsac
StopArea:OCE87597633,Vieilleville,vieilleville
StopArea:OCE87597674,Montaigut,montaigut
StopArea:OCE87597708,Busseau sur Creuse,busseau sur creuse
StopArea:OCE87597724,Parsac - Gouzon,parsac gouzon
StopArea:OCE87597740,Lavaufranche,lavaufranche
StopArea:OCE87598219,Le Locle Col des Roches,le locle col des roches
StopArea:OCE87598755,Limoux - Flassian,limoux flassian
StopArea:OCE87599753,Nevers Petit Canal,nevers petit canal
StopArea:OCE87611004,Toulouse Matabiau,toulouse matabiau
StopArea:OCE87611038,Muret,muret
StopArea:OCE87611046,Le Fauga,le fauga
StopArea:OCE87611053,Longages - Noé,longages no
StopArea:OCE87611061,Carbonne,carbonne
StopArea:OCE87611079,Cazères,caz res
StopArea:OCE87611087,Martres-Tolosane,martres tolosane
StopArea:OCE87611095,Boussens,boussens
StopArea:OCE87611103,Saint-Martory,saint martory
StopArea:OCE87611137,Saint-Gaudens,saint gaudens
StopArea:OCE87611152,Montréjeau - Gourdan-Polignan,montr jeau gourdan polignan
StopArea:OCE87611178,Loures - Barbazan,loures barbazan
StopArea:OCE87611194,Marignac - Saint-Béat,marignac saint b at
StopArea:OCE87611236,Luchon,luchon
StopArea:OCE87611244,Montauban Ville Bourbon,montauban ville bourbon
StopArea:OCE87611301,Saint-Agne,saint agne
StopArea:OCE87611327,Varilhes,varilhes
StopArea:OCE87611343,Pamiers,pamiers
StopArea:OCE87611350,Le Vernet d'Ariège,le vernet d ari ge
StopArea:OCE87611368,Saverdun,saverdun
StopArea:OCE87611376,Cintegabelle,cintegabelle
StopArea:OCE87611384,Auterive,auterive
StopArea:OCE87611392,Venerque - Le Vernet,venerque le vernet
StopArea:OCE87611400,Portet Saint-Simon,portet saint simon
StopArea:OCE87611434,Lacourtensourt,lacourtensourt
StopArea:OCE87611459,Lavilledieu,lavilledieu
StopArea:OCE87611467,Colomiers,colomiers
StopArea:OCE87611475,Larrazet,larrazet
StopArea:OCE87611483,Latour-de-Carol - Enveitg,latour de carol enveitg
StopArea:OCE87611509,Porté-Puymorens,port puymorens
StopArea:OCE87611517,Andorre l'Hospitalet,andorre l hospitalet
StopArea:OCE87611525,Mérens-les-Vals,m rens les vals
StopArea:OCE87611533,Ax-les-Thermes,ax les thermes
StopArea:OCE87611558,Luzenac - Garanou,luzenac garanou
StopArea:OCE87611566,Vèbre,v bre
StopArea:OCE87611574,Les Cabannes,les cabannes
StopArea:OCE87611582,Ussat les Bains,ussat les bains
StopArea:OCE87611590,Tarascon-sur-Ariège,tarascon sur ari ge
StopArea:OCE87611608,Saint-Paul - Saint-Antoine,saint paul saint antoine
StopArea:OCE87611616,Foix,foix
StopArea:OCE87611624,Saint-Jean-de-Verges,saint jean de verges
StopArea:OCE87611657,Saint-Jory,saint jory
StopArea:OCE87611665,Castelnau-d'Estrétefonds,castelnau d estr tefonds
StopArea:OCE87611673,Grisolles,grisolles
StopArea:OCE87611681,Dieupentale,dieupentale
StopArea:OCE87611699,Montbartier,montbartier
StopArea:OCE87611707,Escalquens,escalquens
StopArea:OCE87611723,Baziège,bazi ge
StopArea:OCE87611749,Auch,auch
StopArea:OCE87611764,Aubiet,aubiet
StopArea:OCE87611772,Gimont Cahuzac,gimont cahuzac
StopArea:OCE87611806,L'Isle-Jourdain,l isle jourdain
StopArea:OCE87611814,Mérenvielle,m renvielle
StopArea:OCE87611822,Brax - Léguevin,brax l guevin
StopArea:OCE87611830,Pibrac,pibrac
StopArea:OCE87611848,Montrabé,montrab
StopArea:OCE87611855,Lamagistère,lamagist re
StopArea:OCE87611863,Valence d'Agen,valence d agen
StopArea:OCE87611889,Moissac,moissac
StopArea:OCE87611897,Castelsarrasin,castelsarrasin
StopArea:OCE87611921,Colomiers Lycée International,colomiers lyc e international
StopArea:OCE87611939,Lardenne,lardenne
StopArea:OCE87612002,Labège Innopole,lab ge innopole
StopArea:OCE87612010,Montaudran,montaudran
StopArea:OCE87612028,Labège Village,lab ge village
StopArea:OCE87613000,Cahors,cahors
StopArea:OCE87613042,Rocamadour - Padirac,rocamadour padirac
StopArea:OCE87613059,Gramat,gramat
StopArea:OCE87613075,Assier,assier
StopArea:OCE87613091,Figeac,figeac
StopArea:OCE87613109,Capdenac,capdenac
StopArea:OCE87613141,Gourdon,gourdon
StopArea:OCE87613174,Dégagnac,d gagnac
StopArea:OCE87613224,Aubin,aubin
StopArea:OCE87613232,Cransac,cransac
StopArea:OCE87613257,Saint-Christophe,saint christophe
StopArea:OCE87613323,Lalbenque - Fontanes,lalbenque fontanes
StopArea:OCE87613356,Caussade,caussade
StopArea:OCE87613398,Albias,albias
StopArea:OCE87613422,Rodez,rodez
StopArea:OCE87613463,Najac,najac
StopArea:OCE87613471,Laguépie,lagu pie
StopArea:OCE87613489,Lexos,lexos
StopArea:OCE87613604,Bagnac,bagnac
StopArea:OCE87613661,Viviez - Decazeville,viviez decazeville
StopArea:OCE87613802,Cordes - Vindrac,cordes vindrac
StopArea:OCE87613877,Salles-Courbatiès,salles courbati s
StopArea:OCE87613885,Villeneuve-d'Aveyron,villeneuve d aveyron
StopArea:OCE87613893,Villefranche-de-Rouergue,villefranche de rouergue
StopArea:OCE87615005,Albi Ville,albi ville
StopArea:OCE87615013,Villefranche-de-Lauragais,villefranche de lauragais
StopArea:OCE87615039,Castelnaudary,castelnaudary
StopArea:OCE87615054,Bram,bram
StopArea:OCE87615112,Lézignan-Corbières,l zignan corbi res
StopArea:OCE87615120,Couffoulens - Leuc,couffoulens leuc
StopArea:OCE87615138,Verzeille,verzeille
StopArea:OCE87615146,Pomas,pomas
StopArea:OCE87615161,Limoux,limoux
StopArea:OCE87615187,Alet-les-Bains,alet les bains
StopArea:OCE87615195,Albi Madeleine,albi madeleine
StopArea:OCE87615203,Couiza - Montazels,couiza montazels
StopArea:OCE87615211,Espéraza,esp raza
StopArea:OCE87615245,Tessonnières,tessonni res
StopArea:OCE87615252,Gaillac,gaillac
StopArea:OCE87615260,Quillan,quillan
StopArea:OCE87615286,Carcassonne,carcassonne
StopArea:OCE87615310,Lisle-sur-Tarn,lisle sur tarn
StopArea:OCE87615328,Rabastens - Couffouleux,rabastens couffouleux
StopArea:OCE87615344,Saint-Sulpice,saint sulpice
StopArea:OCE87615351,Roquesérière - Buzet,roques ri re buzet
StopArea:OCE87615369,Montastruc-la-Conseillère,montastruc la conseill re
StopArea:OCE87615377,Gragnague,gragnague
StopArea:OCE87615419,Marssac-sur-tarn,marssac sur tarn
StopArea:OCE87615468,Castres,castres
StopArea:OCE87615476,Lavaur,lavaur
StopArea:OCE87615484,Damiatte - Saint-Paul,damiatte saint paul
StopArea:OCE87615492,Vielmur-sur-Agout,vielmur sur agout
StopArea:OCE87615526,Labruguière,labrugui re
StopArea:OCE87615542,Mazamet,mazamet
StopArea:OCE87615625,Carmaux,carmaux
StopArea:OCE87615674,Tanus,tanus
StopArea:OCE87615732,Naucelle,naucelle
StopArea:OCE87615757,Baraqueville,baraqueville
StopArea:OCE87615773,Luc-Primaube,luc primaube
StopArea:OCE87616011,Avignonet,avignonet
StopArea:OCE87618116,Pins-Justaret,pins justaret
StopArea:OCE87618207,Montlaur,montlaur
StopArea:OCE87618215,Villenouvelle,villenouvelle
StopArea:OCE87618348,Mercus-Garrabet,mercus garrabet
StopArea:OCE87618710,Saléchan - Siradan,sal chan siradan
StopArea:OCE87635367,Montgenèvre Gare Routière,montgen vre gare routi re
StopArea:OCE87635581,La Barasse,la barasse
StopArea:OCE87635771,Lemberg Mairie,lemberg mairie
StopArea:OCE87635821,Koenigsmacker Centre,koenigsmacker centre
StopArea:OCE87635847,Sierck-les-Bains Place Morbach,sierck les bains place morbach
StopArea:OCE87635854,Apach Église,apach aglise
StopArea:OCE87635862,Les Islettes Centre,les islettes centre
StopArea:OCE87635870,Clermont-en-Argonne Centre,clermont en argonne centre
StopArea:OCE87635920,Suippes Camp,suippes camp
StopArea:OCE87635938,Sainte-Ménéhould Médiathèque,sainte m n hould m diath que
StopArea:OCE87639922,Minversheim Rue Principale,minversheim rue principale
StopArea:OCE87639930,Alteckendorf Eckendorf,alteckendorf eckendorf
StopArea:OCE87639948,Alteckendorf Mairie,alteckendorf mairie
StopArea:OCE87639955,Alteckendorf Altdorf,alteckendorf altdorf
StopArea:OCE87639963,Ettendorf Place de l'école,ettendorf place de l cole
StopArea:OCE87639971,Ettendorf  Rue du Pont,ettendorf rue du pont
StopArea:OCE87640144,Suippes Garage,suippes garage
StopArea:OCE87640375,Sélestat  Schweisguth,s lestat schweisguth
StopArea:OCE87640383,Sélestat Koeberlé,s lestat koeberl
StopArea:OCE87640391,Sélestat Schwilgué,s lestat schwilgu
StopArea:OCE87640409,Sélestat R. Ste-Marie-a.-Mines,s lestat r ste marie a mines
StopArea:OCE87640441,Châtenois Gare,ch tenois gare
StopArea:OCE87640458,Châtenois Val-de-Villé Gare,ch tenois val de vill gare
StopArea:OCE87640466,La Vancelle Hurst,la vancelle hurst
StopArea:OCE87640474,La Vancelle Centre,la vancelle centre
StopArea:OCE87640482,Lièpvre Route La Vancelle,li pvre route la vancelle
StopArea:OCE87640490,Lièpvre Bois l'Abesse ZI,li pvre bois l abesse zi
StopArea:OCE87640623,Saint-Césaire Mas du Cheylon,saint c saire mas du cheylon
StopArea:OCE87640631,Marvejols Place du Chayla,marvejols place du chayla
StopArea:OCE87640649,Chirac Ville,chirac ville
StopArea:OCE87640656,Balsièges Arrêt RN88,balsi ges arr t rn88
StopArea:OCE87640672,Les Salelles Embranchement RN 88,les salelles embranchement rn 88
StopArea:OCE87640680,Le Bruel Route Nationale 88,le bruel route nationale 88
StopArea:OCE87640698,Le Monastier Ville,le monastier ville
StopArea:OCE87640706,Campagne-sur-Aude Le Vieux Pont,campagne sur aude le vieux pont
StopArea:OCE87640714,Couiza Saint-Anne,couiza saint anne
StopArea:OCE87640789,Lièpvre Centre,li pvre centre
StopArea:OCE87640797,Lièpvre Écoles,li pvre acoles
StopArea:OCE87640805,Rombach-le-Franc  Place des Fêtes,rombach le franc place des f tes
StopArea:OCE87640813,Rombach-le-Franc Scierie,rombach le franc scierie
StopArea:OCE87640821,Lièpvre Rue du Vieux Moulin,li pvre rue du vieux moulin
StopArea:OCE87640839,Lièpvre Rue Robert Guth,li pvre rue robert guth
StopArea:OCE87640847,Lièpvre Musloch,li pvre musloch
StopArea:OCE87640854,Ste-Croix-aux-Mines Stimbach,ste croix aux mines stimbach
StopArea:OCE87640870,Ste-Croix Sq. G. de Gaulle,ste croix sq g de gaulle
StopArea:OCE87640912,Ste-Marie-aux-M S. Techniques,ste marie aux m s techniques
StopArea:OCE87640920,Ste-Marie-aux-Mines Espace Musées,ste marie aux mines espace mus es
StopArea:OCE87640938,Ste-Marie-aux-Mines Mairie,ste marie aux mines mairie
StopArea:OCE87640946,Ste-Marie-aux-Ms P. de Gaulle,ste marie aux ms p de gaulle
StopArea:OCE87640953,Ste-Marie-aux-Mines Théâtre,ste marie aux mines th tre
StopArea:OCE87640961,Ste-Marie-aux-Mines Super U,ste marie aux mines super u
StopArea:OCE87640979,Raves (Ancienne Gare),raves ancienne gare
StopArea:OCE87640987,Remomeix Abri,remomeix abri
StopArea:OCE87640995,Sainte-Marguerite Village,sainte marguerite village
StopArea:OCE87641001,Montluçon,montlu on
StopArea:OCE87641027,Ste Marguerite Cora,ste marguerite cora
StopArea:OCE87641043,Lapeyrouse,lapeyrouse
StopArea:OCE87641050,Louroux-de-Bouble,louroux de bouble
StopArea:OCE87641068,Bellenaves,bellenaves
StopArea:OCE87641076,Saint-Bonnet-de-Rochefort,saint bonnet de rochefort
StopArea:OCE87641191,La Ville Gozet,la ville gozet
StopArea:OCE87641217,Huriel,huriel
StopArea:OCE87641332,Saint-Dié Rue d'Alsace,saint di rue d alsace
StopArea:OCE87641357,Vallon-en-Sully,vallon en sully
StopArea:OCE87641365,Magnette,magnette
StopArea:OCE87641373,Les Trillers,les trillers
StopArea:OCE87641415,Commentry,commentry
StopArea:OCE87641423,Volvic,volvic
StopArea:OCE87641449,Durtol - Nohanent,durtol nohanent
StopArea:OCE87642223,Saverne Lycée Verne,saverne lyc e verne
StopArea:OCE87642249,Saverne Place des Dragons,saverne place des dragons
StopArea:OCE87642256,Saverne Haut Barr,saverne haut barr
StopArea:OCE87642264,Dossenheim Mairie,dossenheim mairie
StopArea:OCE87642272,Dossenheim Lotissement,dossenheim lotissement
StopArea:OCE87642280,Neuwiller Pharmacie,neuwiller pharmacie
StopArea:OCE87642298,Neuwiller Rue de Bouxwiller,neuwiller rue de bouxwiller
StopArea:OCE87642306,Bouxwiller Lycée Schattenmann,bouxwiller lyc e schattenmann
StopArea:OCE87642314,Bouxwiller Centre,bouxwiller centre
StopArea:OCE87642330,Menchhoffen Abri,menchhoffen abri
StopArea:OCE87642348,Wimmenau D.919 - Rue de la Gare,wimmenau d 919 rue de la gare
StopArea:OCE87642355,Wingen-sur-Moder Mairie,wingen sur moder mairie
StopArea:OCE87642363,Rosteig Monument aux Morts,rosteig monument aux morts
StopArea:OCE87642371,Col de Puberg,col de puberg
StopArea:OCE87642389,Frohmuhl Lavoir,frohmuhl lavoir
StopArea:OCE87642801,Bitche Quartier Driant,bitche quartier driant
StopArea:OCE87643403,Cigoland,cigoland
StopArea:OCE87643411,Kintzheim Mairie,kintzheim mairie
StopArea:OCE87643429,Orschwiller Chapelle,orschwiller chapelle
StopArea:OCE87643437,Saint-Hippolyte Hôtel Munsch,saint hippolyte h tel munsch
StopArea:OCE87643445,Saint-Hippolyte Parc Walter,saint hippolyte parc walter
StopArea:OCE87643452,Rorschwihr Mairie,rorschwihr mairie
StopArea:OCE87643460,Bergheim Porte haute,bergheim porte haute
StopArea:OCE87644104,Courcay Rouvre,courcay rouvre
StopArea:OCE87645002,Aurillac,aurillac
StopArea:OCE87645101,Ytrac,ytrac
StopArea:OCE87645135,Laroquebrou,laroquebrou
StopArea:OCE87645150,Lacapelle-Viescamp,lacapelle viescamp
StopArea:OCE87645168,Maurs,maurs
StopArea:OCE87645176,Pers,pers
StopArea:OCE87645184,Boisset,boisset
StopArea:OCE87645192,Le Rouget,le rouget
StopArea:OCE87645440,Vic-sur-Cère,vic sur c re
StopArea:OCE87645473,Le Lioran,le lioran
StopArea:OCE87645481,Murat,murat
